Energy	Label	DecayTime	RiseTime	MSEFraction
1593.98	0	154128	198.193	-0.0187198
1590.74	0	146667	207.43	0.00761526
1590.81	0	152056	221.027	0.0101717
1591.79	0	150418	173.868	0.00974439
1592.78	0	152893	204.264	0.0123668
1589.11	0	154002	185.877	0.00604066
1591.38	0	148649	210.532	-0.0118465
1589.88	0	158543	165.633	-0.0393074
1591.35	0	146922	195.98	0.00505415
1593.72	0	151372	167.557	0.0475987
1591.68	0	160785	196.394	0.00648267
1592.74	0	142236	199.823	0.0190851
1591.83	0	161726	217.258	0.0169209
1591.44	0	151872	200.729	-0.00756578
1593.36	0	150281	181.959	0.00756034
1591.06	0	145831	187.767	0.0224876
1591.12	0	144420	180.379	0.0114765
1591.69	0	155509	193.254	0.0307162
1594.23	0	151671	221.405	-0.00354738
1591.16	0	158903	214.412	-0.0441037
1592.91	0	154647	214.196	-0.0613486
1591.36	0	149620	173.476	0.000867509
1592.31	0	143145	183.436	-0.00935991
1592.13	0	140068	228.518	-0.0113906
1592.89	0	159771	192.602	-0.0125863
1592.12	0	151665	220.861	0.00184849
1593.19	0	150802	202.535	-0.00105259
1590.26	0	148596	193.63	0.0174161
1593.2	0	148794	141.102	0.0346688
1593.52	0	156315	162.637	0.0201186
1591.19	0	155264	213.216	0.0246001
1591.33	0	147037	186.834	0.00560477
1592.97	0	154736	159.246	0.0271784
1592.08	0	148115	204.695	0.0294605
1591.26	0	154103	202.778	0.0235964
1594.4	0	149112	189.657	-0.0206073
1591.76	0	135334	210.873	-0.0141517
1591.05	0	145595	190.654	-0.0213376
1593.52	0	136115	204.265	0.019613
1593.7	0	155724	210.244	-0.0130097
1592.58	0	148398	212.763	-0.0203534
1589.79	0	150635	170.442	0.0286998
1593.02	0	142323	214.063	0.00475444
1594.23	0	149371	179.866	-0.00633273
1592.91	0	150600	176.615	-0.0101532
1592.14	0	142496	196.876	0.0411134
1586.87	0	138303	205.145	-0.00849981
1592.11	0	149994	205.769	0.0391942
1595.62	0	151269	185.713	0.0140509
1589.79	0	151048	217.76	0.0104166
1591.7	0	150507	200.616	0.0301219
1593.05	0	149567	181.029	0.0114152
1592.65	0	149909	208.171	0.0129126
1593.29	0	153829	190.054	-0.0162208
1590.54	0	146640	175.977	-0.00362175
1592.24	0	145252	190.213	0.0237544
1593.95	0	154919	196.545	0.0471891
1593.15	0	151413	213.156	0.00577056
1592.76	0	148162	190.267	-0.0262873
1590.57	0	150425	185.932	0.00543121
1590.86	0	144105	174.35	0.0180271
1591.43	0	150087	213.757	0.00580226
1592.45	0	152970	229.888	0.00280007
1593.17	0	149132	185.658	-0.00315625
1594.05	0	149178	219.771	-0.0177939
1591.17	0	149787	202.82	0.0400218
1591.83	0	149597	182.815	0.0097094
1591.84	0	142727	177.325	0.0003702
1592.63	0	145790	176.044	0.0202217
1592.19	0	151226	194.296	-0.00187033
1589.12	0	154809	196.49	0.029152
1592	0	153561	202.61	0.00868987
1591.86	0	154823	219.981	0.000944994
1592.51	0	144543	172.036	0.0340728
1593.38	0	149004	160.481	0.0364297
1590.48	0	149237	222.354	-0.0241481
1591.99	0	136681	168.24	0.00563755
1592.68	0	162782	183.201	0.00147271
1589.17	0	148007	184.533	0.0366439
1591.05	0	149309	218.803	0.0124831
1595.17	0	150499	183.479	-0.0104278
1589.01	0	167407	164.669	0.00580099
1594.93	0	155464	206.012	-0.0305013
1591.49	0	151697	236.116	0.0138896
1591.17	0	151602	190.066	0.0160452
1591.57	0	152146	232.731	-0.00387956
1595.29	0	150069	197.181	0.00674906
1592.37	0	151078	264.32	-0.0239968
1593.68	0	159206	209.142	-0.00461677
1591.92	0	139272	202.262	-0.00813618
1590.27	0	151213	163.323	0.0071228
1592.14	0	145230	228.518	0.0382504
1592.48	0	147736	183.645	-0.0028037
1594.24	0	148501	141.45	-0.00136762
1592.12	0	141566	199.344	0.033102
1590.71	0	154927	197.708	0.0126067
1591.1	0	152801	169.147	0.00411315
1593	0	151345	194.633	0.0225351
1594.09	0	145716	216.585	0.00661323
1593.64	0	149915	198.058	-0.00283217
1591.26	0	143241	205.614	0.00563995
1593.58	0	153529	175.929	0.0224023
1590.63	0	150848	222.181	0.0198488
1591.09	0	151801	224.5	0.0189771
1591.66	0	150854	170.265	0.00260526
1595.03	0	148299	249.586	0.0145372
1590.86	0	152863	225.871	0.00558151
1593.48	0	148419	220.237	0.0138439
1591.08	0	142699	204.114	0.0145074
1590.15	0	151712	163.542	0.0216716
1590.75	0	150587	248.591	-0.0150385
1592.1	0	156907	195.075	0.00606871
1589.9	0	161005	226.25	0.0291211
1591.83	0	155893	206.552	0.0131371
1593.02	0	154764	208.674	-0.0242366
1589.54	0	143870	229.578	-0.00846786
1591.6	0	145667	205.821	0.0126962
1589.78	0	147494	209.307	-0.00934787
1591.53	0	147070	210.463	-0.0217699
1593.03	0	148256	225.344	0.0344036
1589.82	0	156384	170.898	-0.0110639
1590.42	0	155845	236.504	0.023599
1589.88	0	148469	232.384	0.0329535
1591.93	0	148663	224.368	-0.0206493
1591.93	0	156837	176.804	0.0117597
1589.75	0	146917	203.601	-0.0129637
1593.56	0	145576	178.157	-0.00972484
1592.88	0	144602	206.719	-0.0133977
1591.81	0	152669	178.51	-0.0157322
1591.4	0	144738	198.28	-0.026483
1591.64	0	138077	223.319	-0.00515257
1591.9	0	153831	231.934	-0.00966194
1591.38	0	150765	222.879	0.00110848
1593.57	0	151690	165.856	0.0110372
1591.21	0	158134	180.533	-0.0090976
1590.74	0	149742	226.675	0.00905334
1588.92	0	150252	198.414	-0.00602553
1594.35	0	151582	206.041	-0.022593
1591.36	0	145695	164.859	0.0155787
1590.33	0	145849	198.246	0.00341127
1591.72	0	148989	194.361	-0.00721749
1591.82	0	147856	198.882	-0.0114878
1590.33	0	143125	174.886	-0.0133866
1594.56	0	148509	234.113	0.0361225
1594.13	0	153852	200.031	0.0209939
1591.26	0	149830	217.12	0.0180988
1591.55	0	148074	211.648	-0.0118006
1592.87	0	148226	188.297	-0.0096856
1589.17	0	148261	203.862	-0.000294576
1593.13	0	148278	174.034	-0.0255718
1591.85	0	142702	145.718	-0.00689003
1593.05	0	146851	189.753	-0.0020753
1589.88	0	147197	197.38	-0.0108104
1594.35	0	137919	216.704	0.00674952
1592.11	0	143694	160.645	-0.0121702
1590.23	0	152809	192.657	-0.00218145
1592.8	0	144759	187.708	-0.0214718
1592.83	0	149227	184.31	0.00299967
1591.71	0	148880	163.792	-7.89335e-05
1593.52	0	145219	214.786	-0.00793401
1590.96	0	147920	208.748	0.0186741
1592.04	0	147834	161.507	-0.00649309
1593.03	0	147238	200.303	0.0120658
1591.93	0	147794	197.549	0.0142507
1593.22	0	154150	174.136	0.00848616
1592.88	0	151542	214.288	-0.015777
1593.43	0	148553	223.058	-0.0243786
1592.12	0	149460	185.472	0.00969302
1592.04	0	143114	177.631	0.0251307
1592.54	0	153202	188.637	-0.0176226
1594.28	0	145786	207.832	-0.00292177
1591.85	0	144284	217.192	0.0300872
1589.47	0	146354	184.748	-0.0192273
1592.38	0	143743	212.394	-0.00033839
1592	0	140377	180.555	-0.0150874
1594.48	0	151015	154.349	-0.0102394
1591.62	0	153312	203.968	-0.0438218
1591.42	0	149572	196.736	-0.0225535
1592.22	0	152997	211.139	0.00445312
1595.16	0	145196	177.912	0.0338533
1593.44	0	157548	175.964	-0.0161617
1593.29	0	160087	206.247	-0.0139823
1590.7	0	148749	201.155	0.00646115
1592.03	0	158513	190.567	-0.00562244
1591.8	0	143887	219.812	0.0363503
1592.99	0	154762	203.421	-0.0184444
1590.77	0	143705	183.996	-0.00557142
1591.18	0	151403	217.783	-0.00103386
1592.35	0	147638	192.793	0.0469896
1592.93	0	143784	225.229	0.00864302
1589.48	0	144949	175.806	-0.00411494
1592.68	0	139139	195.248	-0.00765187
1592.27	0	154501	277.872	-0.00955215
1592.38	0	148530	220.968	0.00202484
1593	0	141525	240.397	-0.0195282
1591.12	0	153635	168.298	0.0122038
1591.56	0	154872	198.94	0.0034395
1593.2	0	155826	168.317	0.0256515
1592.24	0	143277	167.253	0.00908844
1594.48	0	153245	171.592	0.0208779
1592.75	0	146793	204.737	0.00878708
1590.24	0	139851	191.777	-0.0202033
1591.82	0	156973	169.507	-0.0434688
1592.33	0	156587	219.45	0.00636806
1592.12	0	157842	176.542	-0.0263737
1588.81	0	149860	205.528	0.0119463
1593.97	0	147617	202.099	0.00270927
1590.46	0	156496	171.591	0.0316639
1589	0	155137	223.211	-0.00385408
1592.5	0	157396	183.027	-0.0112406
1591.46	0	149979	196.55	-0.0122064
1592.94	0	154193	193.58	-0.00775475
1590.1	0	157369	218.496	-0.028332
1591.64	0	163172	180.219	0.0221307
1591.06	0	145064	207.189	0.0506825
1593.49	0	148247	219.435	0.0344154
1592.63	0	145460	235.329	0.0034935
1593.55	0	146398	197.048	0.000600511
1590.58	0	147293	171.496	-0.0111882
1592.78	0	151353	196.525	-0.0219817
1591.53	0	150938	189.661	-0.0151669
1593.57	0	133072	200.944	-0.00109849
1591.01	0	143801	210.577	-0.0152826
1594.3	0	146394	173.802	0.019237
1594.29	0	155148	164.947	0.00137303
1593.05	0	153847	191.345	-0.00919875
1592.01	0	156727	197.365	-0.0406633
1592.35	0	146008	210.787	-0.0192714
1590.28	0	155863	147.307	0.00502453
1592.6	0	164307	209.848	0.0248227
1591.18	0	146020	217.24	0.0022265
1589.76	0	141209	138.113	-0.00758427
1591.14	0	148591	190.446	-0.000778329
1591.73	0	156013	184.495	-0.0327063
1592.1	0	147593	204.632	0.00124461
1594.4	0	156519	219.46	0.0086651
1591.43	0	156646	170.828	-0.0204402
1592.22	0	157442	177.294	0.00508667
1591.49	0	145389	198.638	0.0251683
1593	0	147334	207.417	-0.0215257
1590.58	0	147465	222.606	-0.0149927
1593.12	0	144635	201.177	-0.00388612
1590.84	0	141366	168.425	-0.00366782
1590.51	0	153722	214.63	-0.00704864
1589.05	0	146864	202.701	0.00711944
1593.55	0	139759	226.164	0.00865025
1592.44	0	160013	177.054	0.000509158
1589.78	0	160915	228.499	0.0184273
1592.8	0	146136	182.979	-0.0499391
1589.82	0	157477	219.709	0.0208452
1590.42	0	140035	231.762	-0.00596897
1592.65	0	151954	177.173	0.0468771
1591.72	0	154553	202.699	-0.00126178
1593.75	0	149351	190.218	-0.00892994
1591.83	0	147840	194.976	-0.0343596
1590.49	0	154128	211.517	-0.00318336
1592.69	0	151418	182.826	0.00250127
1593.43	0	149048	171.454	0.0174351
1592.35	0	149653	192.268	-0.030172
1590.09	0	148921	196.83	0.0289095
1591.06	0	152910	185.111	-0.00753251
1590.98	0	150774	203.722	0.00496667
1593.32	0	149099	192.633	0.0453727
1590.73	0	154362	182.852	0.00482678
1591.68	0	154822	198.554	0.00418766
1590.34	0	148022	204.162	-0.027235
1594.45	0	151259	172.062	0.0136497
1590.16	0	142190	174.308	-0.0147742
1589.74	0	143543	169.765	-0.0206827
1590.76	0	154643	179.296	0.0312324
1588.9	0	151485	205.364	0.00494225
1592	0	162690	177.931	-0.0131921
1593.24	0	151965	232.045	0.0178966
1593.01	0	146910	199.768	-0.0162336
1590.56	0	156302	190.854	-0.0180344
1590.69	0	144934	195.009	-0.0339928
1591.14	0	157854	207.68	-0.0227548
1590.51	0	149548	194.125	0.0158805
1591.31	0	147948	212.558	-0.0157578
1592.77	0	154066	184.411	0.0395171
1592.71	0	152970	179.251	0.0347467
1592.07	0	149387	192.899	-0.0239243
1592.85	0	157748	219.119	-0.00370665
1591.23	0	155886	169.53	0.0130236
1589.41	0	149194	231.304	0.000806995
1593.59	0	148807	168.305	0.0283179
1591.86	0	150313	152.026	-0.00931083
1591.58	0	153802	200.546	0.0344628
1592.17	0	153845	144.538	0.01026
1591.79	0	150139	187.907	-0.00191469
1594.72	0	152529	173.937	-0.00029434
1593.49	0	154042	232.722	0.0237586
1590.86	0	146210	182.94	-0.0159614
1592.44	0	145307	181.151	-0.0257814
1590.35	0	151285	226.151	-0.026569
1593.27	0	137901	217.256	-0.00273735
1588.13	0	152232	218.301	0.0105975
1593.17	0	143237	195.185	0.00533712
1592.98	0	153569	219.19	0.0230533
1589.11	0	151441	183.764	0.0195153
1592.18	0	151912	205.979	-0.0165992
1592.73	0	157282	208.09	-0.029222
1594.33	0	148465	201.667	0.0316876
1591.52	0	156852	219.739	0.0309926
1589.75	0	152695	207.152	0.0256237
1591.73	0	154354	198.625	-0.0356427
1590.97	0	154497	220.71	-0.0356941
1593.08	0	151983	204.869	-0.0223014
1593.43	0	159504	213.718	0.0085473
1594.22	0	155071	220.295	-0.0112719
1591.67	0	152512	167.031	-0.00118459
1593.66	0	145957	201.661	-0.0134146
1592.23	0	149591	208.113	-0.0028675
1590.53	0	147988	189.181	0.0186541
1591.59	0	149626	224.939	0.0282749
1590.75	0	146213	188.422	0.0217352
1593.48	0	155242	201.458	-0.00396476
1591	0	151621	156.926	0.00564523
1590.16	0	147520	216.773	-0.00109187
1590.81	0	146913	195.811	0.00155937
1594.34	0	148912	190.135	0.0268467
1591.64	0	156839	195.413	0.00647141
1590.3	0	149899	207.262	-0.0441901
1589.96	0	137377	191.124	-0.00611351
1594.81	0	155861	224.523	-0.00659517
1592.35	0	149020	189.551	-0.0235001
1589.96	0	147910	202.412	0.0080869
1591.55	0	164751	214.118	-0.0301916
1593.19	0	148873	183.564	0.0216676
1592.97	0	151619	207.703	0.00457056
1591.72	0	144136	189.524	-0.0011628
1593.51	0	146051	189.745	0.0345809
1592.77	0	147502	168.837	0.0197882
1592.52	0	162312	193.602	0.0100926
1593.43	0	143880	157.312	0.01359
1590.82	0	142440	200.489	-0.00500742
1593.01	0	150791	166.418	0.0100396
1592.28	0	140381	205.511	-0.00337116
1592.4	0	147745	176.125	-0.00121317
1590.57	0	153433	227.864	-0.0123932
1592.37	0	141808	184.965	-0.0138224
1592.15	0	145623	251.842	-0.0374568
1592.09	0	147640	177.756	0.0208469
1591.93	0	149766	144.938	0.011771
1591.59	0	152942	174.486	-0.0283355
1594.75	0	144674	183.842	-0.0184935
1590.99	0	157484	197.141	0.00942715
1592.63	0	146749	185.644	-0.0162977
1590.86	0	143721	218.945	-0.0081667
1590.69	0	149847	177.321	-0.0465046
1591.23	0	152692	214.52	-0.0101136
1590.72	0	161370	189.618	-0.010334
1592.97	0	140252	223.702	-0.0247188
1596.13	0	140640	210.867	-0.027223
1592.33	0	149318	210.331	-0.0324159
1590.75	0	145896	209.572	-0.00499661
1591.56	0	149600	229.069	0.0374737
1593.28	0	151407	183.35	-0.00878027
1591.4	0	150034	198.945	0.00124489
1591.74	0	149896	225.617	0.0183835
1592.84	0	161247	209.869	-0.015224
1590.95	0	149706	202.077	-0.0111719
1592.01	0	151295	220.44	-0.0074599
1591.95	0	147410	193.44	0.00396881
1594.42	0	150341	187.774	0.0251721
1590.14	0	147379	233.619	0.0101793
1592.06	0	145221	213.868	-0.009017
1595.93	0	145546	187.709	-0.00136834
1589.61	0	149253	229.354	0.00172627
1591.59	0	147938	222.925	0.0136802
1591.59	0	150284	175.632	0.0242853
1593.3	0	154339	228.21	0.0227518
1592.25	0	148969	177.082	0.0124305
1589.01	0	146521	208.563	-0.00372622
1594.27	0	144885	215.116	0.0190647
1592.94	0	146812	230.24	-0.0168995
1589.86	0	155737	216.816	-0.0260579
1591.16	0	148847	201.503	-0.00290089
1592.04	0	161538	217.37	-0.00799786
1591.71	0	141035	197.235	0.0312952
1591.97	0	151538	193.078	-0.0119411
1591.07	0	157503	222.434	-0.00785831
1591.53	0	159273	166.808	0.0339343
1590.6	0	153643	200.47	0.00557757
1590.21	0	145570	200.775	0.0134621
1589.93	0	139880	218.313	0.0141547
1590.52	0	146987	191.007	-0.019852
1592.32	0	145597	203.696	0.00876873
1590.88	0	158371	208.485	0.00930152
1592.37	0	153060	194.534	0.0096364
1593.18	0	145495	189.62	0.00290403
1592.53	0	158224	176.025	-0.00253338
1591.59	0	152923	211.293	-0.0410245
1592.09	0	151247	212.987	-0.0090716
1593.34	0	154264	217.622	-0.0147676
1591.32	0	146745	201.237	0.022235
1596.34	0	152672	211.029	0.0461744
1592.54	0	154495	245.591	-0.0149702
1592.97	0	155067	201.307	0.0143901
1591.06	0	137906	198.893	-0.0156946
1592.11	0	151392	169.891	0.025911
1590.46	0	148572	174.614	0.0147087
1592.21	0	149690	198.738	0.0104526
1594.7	0	160377	187.288	-0.0093806
1591.57	0	147513	245.067	0.0183487
1590.03	0	153924	169.006	0.0187934
1592.38	0	146520	160.704	-0.000510578
1591.63	0	148113	208.479	0.00580319
1591.12	0	148378	197.317	0.0342729
1593.6	0	150596	246.87	-0.0269603
1592.28	0	151761	207.489	0.0320558
1594.37	0	148719	207.434	-0.0243199
1593.09	0	157100	225.091	-0.0313077
1591.96	0	149893	186.059	0.00114921
1592.98	0	154919	205.663	-0.00990778
1590.51	0	141992	208.39	-0.0079426
1594.68	0	142477	195.697	-0.0176999
1591.87	0	152059	191.174	0.0132029
1592.79	0	146649	171.194	0.0212833
1590.17	0	157955	215.276	-0.0391268
1593.13	0	152719	192.445	-0.0229606
1591.75	0	153305	200.289	-0.0385757
1590.5	0	153196	183.251	-0.0030356
1590.66	0	145632	220.486	0.0245712
1593.43	0	156848	191.639	0.014642
1592.45	0	160578	193.802	0.00863767
1593.05	0	151008	194.339	-0.0252181
1590.64	0	143229	189.455	-0.00578103
1590.03	0	153696	205.472	0.0239849
1593.25	0	145517	246.261	-0.0109222
1591.01	0	150680	180.427	-0.0487816
1593.06	0	143227	188.632	-0.0452273
1592.76	0	150372	197.186	-0.00664713
1593.88	0	152666	227.195	-0.0412971
1591.83	0	160605	177.716	-0.00575896
1591.78	0	140801	192.164	-0.0302316
1590.64	0	148554	230.367	0.000514979
1590.69	0	153173	182.482	0.010253
1591.3	0	143495	232.666	-0.012196
1590.04	0	147214	196.114	-0.000151088
1591.19	0	137747	198.876	-0.00505751
1588.13	0	162385	200.666	-0.00910416
1593.04	0	140727	236.78	0.00623337
1591.68	0	154487	236.952	-0.0102614
1593.61	0	150886	206.828	-0.00794221
1590.95	0	146680	215.815	0.00471014
1592.63	0	148513	177.643	0.0244713
1591.25	0	153824	208.238	-0.017407
1588.62	0	154271	218.29	0.00811127
1589.66	0	143096	225.73	0.0227331
1590.27	0	146166	175.801	-0.000626555
1592.63	0	149495	234.924	0.00235463
1591.14	0	153723	188.519	-0.00543347
1589.5	0	146658	157.568	-0.0302496
1592.66	0	153980	189.083	0.0167751
1589.68	0	142416	185.568	0.00950443
1592.45	0	152621	191.667	0.0417255
1591.82	0	144686	214.523	0.0161132
1591.25	0	146241	207.656	0.0169489
1591.69	0	156606	224.494	-0.00537603
1593.99	0	143010	194.485	0.00718439
1591.29	0	155576	187.432	0.0117377
1594.57	0	141257	202.589	-0.0257217
1594.64	0	148589	199.222	0.0141478
1591.67	0	151801	223.613	0.0223192
1591.05	0	147371	203.307	0.0192001
1592.09	0	145703	195.517	0.0118554
1590.87	0	147578	206.918	-0.000604205
1594.33	0	145636	220.707	0.00280188
1592.26	0	155621	209.87	-0.0013064
1593.32	0	152462	206.908	-0.0118832
1593.73	0	154151	213.234	-0.00298198
1592.15	0	150898	182.139	0.00746101
1593.92	0	133656	220.191	0.0132576
1594.76	0	155570	190.243	0.00442213
1594.63	0	151951	172.363	-0.014441
1590.51	0	137462	202.587	-0.0435253
1590.38	0	154229	179.495	0.0138099
1591.89	0	152220	221.434	-0.0233196
1591.84	0	147535	201.673	0.013697
1591.21	0	157708	205.902	-0.000856634
1591.24	0	150871	184.652	0.00216923
1590.81	0	147494	222.598	0.0027806
1593.64	0	141530	226.856	-0.0196314
1591.38	0	148708	184.308	0.000294398
1593.33	0	149964	198.532	0.0443132
1591.78	0	153175	195.692	0.0108972
1594.97	0	153020	183.765	0.00626246
1592.26	0	144266	211.686	0.00541286
1592.39	0	137907	203.059	0.00738109
1592.26	0	149971	202.465	-0.0015636
1591.24	0	149849	196.815	0.00802188
1591.16	0	150315	199.494	-0.0138889
1592.49	0	153671	199.427	-0.0249187
1593.45	0	141768	193.955	-0.0134846
1589.01	0	148123	214.481	-0.010056
1593.98	0	150201	189.304	0.00229542
1592.25	0	143796	214.362	-0.0485164
1593.69	0	139437	213.188	0.000671581
1592.12	0	147550	208.722	0.0250144
1592.51	0	149824	198.911	0.0203711
1594.42	0	152398	193.406	-0.0163236
1592.99	0	151587	192.093	-0.0235408
1590.94	0	149574	183.737	-0.0109423
1591.42	0	147201	198.273	0.0150974
1594.59	0	149689	221.949	-0.0349609
1592.3	0	147269	206.461	0.0187126
1593.64	0	148415	178.032	0.00484076
1587.96	0	140465	179.13	0.00111948
1595.15	0	147554	197.725	0.00921476
1594.11	0	150383	214.199	0.00262441
1593.8	0	146188	212.457	-0.0103959
1590.13	0	149543	223.798	-0.00370916
1591.89	0	150536	198.646	0.0014782
1590.17	0	147198	188.501	-0.00367466
1590.69	0	145307	198.062	0.015169
1592.86	0	150914	202.672	-0.0322523
1590.66	0	159696	221.539	-0.0335847
1592.42	0	148320	177.428	0.00201232
1592.79	0	151051	201.85	-0.00299588
1591.95	0	159560	207.2	0.027923
1593.93	0	147546	207.406	-0.0316555
1590.66	0	145916	197.008	0.00241043
1591.93	0	154231	228.484	0.000681823
1592.69	0	151108	219.882	-0.0152587
1593.55	0	152168	189.918	0.00778175
1591.68	0	153775	180.221	-0.0254384
1592.41	0	144396	218.559	0.00579955
1592.03	0	160080	196.162	-0.0133689
1592.62	0	150081	178.77	0.01318
1591.77	0	142320	201.382	0.00825106
1591.39	0	151946	171.98	-0.0249377
1594.1	0	149065	210.106	-0.0140799
1594.51	0	152798	203.776	-0.0428225
1592.82	0	153162	172.551	-9.09328e-05
1591.43	0	153851	205.959	-0.0125363
1592.43	0	154830	189.23	-0.0119862
1591.05	0	149516	157.495	-0.0206795
1592.14	0	147807	216.903	-0.00655129
1593.95	0	154664	207.423	-0.00535979
1592.62	0	144161	199.816	0.0228231
1592.13	0	150806	210.56	0.00257297
1594.89	0	152432	196.115	-0.0437514
1590.83	0	147432	182.394	0.0179975
1590.6	0	155680	160.001	-0.0228359
1592.49	0	140028	210.903	0.0111285
1591.85	0	154541	185.439	-0.00925893
1591.56	0	162019	188.394	0.0306001
1589.62	0	158000	230.88	0.00253676
1592.43	0	146647	197.421	0.0287532
1592.54	0	147351	180.396	-0.0460055
1591.39	0	148572	198.486	-0.00601295
1594.29	0	152674	189.66	-0.0278995
1591.41	0	146260	191.905	-0.00776269
1590.36	0	152742	214.059	0.0158044
1592.92	0	145308	188.317	-0.00153123
1591.53	0	152007	220.073	0.0179277
1592.9	0	139136	220.486	0.00823747
1592.41	0	142704	209.448	-0.0246201
1590.49	0	138981	198.04	0.0229762
1594.74	0	145322	215.803	-0.0147397
1593.22	0	160263	176.424	-0.00797451
1589.96	0	142652	186.609	0.0183741
1589.82	0	154562	176.847	-0.00129779
1592.36	0	151757	210.132	0.025493
1589.73	0	153936	198.702	0.016528
1593.17	0	155776	226.745	0.0113209
1589.58	0	151705	225.35	0.0133231
1591.32	0	147908	219.965	0.00810751
1591.24	0	148736	186.475	-0.0181713
1595.26	0	155255	201.108	-0.0413269
1592.6	0	147442	184.139	0.0192997
1592.93	0	145646	179.98	-0.00725013
1592.16	0	155826	245.621	-0.0162276
1589.31	0	154132	229.59	-0.0137627
1593	0	151963	224.613	-0.00508178
1593.18	0	153322	205.77	-0.0423871
1589.62	0	148758	212.255	-0.00732585
1591.59	0	151993	166.88	-0.0247518
1593.53	0	152808	190.892	-0.0107719
1594	0	159936	174.554	0.0278184
1591.67	0	152782	183.028	-0.00507042
1593.03	0	147169	174.757	-0.0301586
1591.21	0	155989	207.431	-0.0446978
1591	0	148659	199.101	-0.0217446
1591.92	0	133022	183.166	0.016387
1592.15	0	152358	208.693	0.0218916
1595.08	0	143661	204.736	-0.0229057
1594.85	0	156980	179.429	-0.0036568
1591.86	0	141039	198.666	0.0125278
1591.1	0	144407	204.233	0.0257203
1591.42	0	151963	198.748	-0.0308969
1589.27	0	150335	213.847	-0.00829875
1591.27	0	144894	218.705	-0.013166
1593.03	0	141778	208.096	-0.0257841
1591.22	0	153152	209.857	-0.0112887
1594.58	0	144462	180.74	-0.0189278
1590.13	0	156245	212.778	-0.0125814
1595.06	0	155897	230.2	0.0207791
1591.36	0	143953	202.998	-0.0178146
1593.88	0	148064	196.942	-0.00997168
1588.08	0	162994	202.974	0.00846524
1590.85	0	156725	186.972	0.0105942
1591.26	0	149571	211.372	0.0443973
1589.27	0	150197	198.583	0.00245932
1590.76	0	136716	182.062	0.0221966
1589.25	0	146604	215.477	0.00716226
1591.79	0	153669	205.074	-0.0134652
1592.34	0	155131	181.301	-0.00634813
1590.68	0	141335	201.61	-0.0195471
1592.36	0	148832	188.093	0.0161619
1593.81	0	151559	179.283	0.0108261
1594.64	0	151363	230.772	-0.0241623
1589.77	0	155606	195.265	0.0400676
1590.95	0	149081	188.431	-0.0103278
1590.71	0	151411	192.26	-0.0328641
1591.61	0	148157	211.135	-0.0056382
1590.67	0	147659	214.327	0.0227704
1589.06	0	139400	191.585	-0.00141536
1592.11	0	155348	199.47	0.0188486
1591.12	0	150240	191.17	0.0170803
1592.12	0	151593	196.282	0.0180594
1590.48	0	151990	208.855	0.00550518
1593.72	0	149427	203.67	0.00204008
1590.23	0	152979	221.563	0.0266015
1588.6	0	151603	214.369	-0.0279641
1590.92	0	149694	203.996	0.0118816
1591.54	0	157749	177.317	-0.0479397
1592.72	0	152627	203.036	0.0132618
1595.42	0	149523	178.595	0.00828953
1591.46	0	152146	225.678	0.00114187
1592.66	0	144970	195.704	-0.0192435
1591.33	0	151288	187.917	0.0170076
1589.98	0	143691	202.169	0.0179513
1591.72	0	144894	229.378	-0.0204713
1590.68	0	145312	192.77	-0.0166043
1589.33	0	145524	217.114	-0.00411705
1593.51	0	150778	157.406	-0.0208906
1590.25	0	158191	235.366	0.016364
1589.83	0	150124	211.085	0.00800189
1590.72	0	150696	203.371	-0.000690964
1593.83	0	148930	151.74	-0.01838
1590.56	0	146661	195.172	0.0203958
1592.34	0	138689	220.484	-0.0191364
1592.38	0	145146	210.801	0.00272573
1591.08	0	158348	211.896	-0.0170525
1590.43	0	145941	176.715	0.0144657
1591.81	0	148873	168.983	-0.0154436
1595.5	0	155314	183.24	0.00158039
1590.88	0	156754	184.806	0.0174117
1593.85	0	154159	244.447	0.0269916
1591.66	0	153221	215.737	0.0385305
1590.23	0	148119	194.936	-0.0248893
1592.35	0	147523	216.822	0.0186491
1590.65	0	142049	214.121	-0.00839562
1591.6	0	150035	165.972	0.0144988
1593.76	0	144293	190.492	0.0174643
1593.4	0	143632	179.381	-0.00708215
1592.28	0	148310	214.095	0.0108401
1592.94	0	141137	193.675	0.00947996
1592.89	0	160334	182.948	-0.0240919
1590.98	0	158598	202.99	-0.00537115
1591.63	0	148598	191.882	0.0122955
1594.42	0	150270	194.003	0.00172107
1592.02	0	156335	180.546	0.0125137
1587.81	0	149508	189.976	-0.0153826
1591.51	0	149559	194.659	-0.00453011
1591	0	150441	191.662	0.0196099
1593.63	0	151716	159.406	0.0552253
1591.24	0	156569	194.13	0.0106258
1592.82	0	139346	159.288	0.00797915
1594.81	0	153522	172.737	-0.0202471
1589.72	0	150786	237.899	0.0173153
1595.98	0	141792	214.299	-0.0034607
1591.44	0	141088	228.278	0.00601661
1593.44	0	147672	191.179	-0.00069708
1591.26	0	141899	209.262	0.0147707
1591.2	0	143785	260.747	0.0232142
1595.1	0	158640	175.241	0.00902736
1594.25	0	148833	194.983	0.0315226
1591.47	0	149834	187.697	-0.00310143
1591.2	0	143386	188.967	-0.0243642
1595.45	0	152664	218.888	-0.0279682
1590.54	0	151661	203.673	-0.000759877
